name,place,population,admin_level,x,y,geonames:id,geonames:feature_code
Market,village,,8,-77.36667,18.21667,3489566,PPL
March Town,village,,8,-78.27336,18.34559,3489569,PPL
March Pen,village,,8,-76.95,17.95,3489570,PPL
Mannings Town,village,,8,-76.89486,18.36793,3489572,PPL
Manningfield Pen,village,,8,-77.3,17.88333,3489573,PPL
Mango Grove,village,,8,-77.23053,18.37546,3489575,PPL
Mandeville,town,47115,8,-77.50714,18.04168,3489577,PPLA
Manchioneal,village,2321,8,-76.27735,18.04444,3489582,PPL
Manchioneal,village,,8,-77.75,17.88333,3489583,PPL
Mammee Bay,village,,8,-77.16845,18.43228,3489595,PPL
Malvern Well,village,,8,-77.74182,17.96369,3489599,PPL
Malvern Park,village,,8,-77.16667,18.38333,3489600,PPL
Malvern Chase,village,,8,-77.68333,17.88333,3489601,PPL
Malvern,village,3291,8,-77.7,17.96667,3489603,PPL
Malton,village,,8,-77.55077,18.19303,3489605,PPL
Maldon Village,village,,8,-77.80522,18.35,3489607,PPL
Maimsey Valley,village,,8,-77.21667,18.05,3489615,PPL
Maidstone,village,,8,-76.51035,18.15605,3489616,PPL
Maidstone,village,,8,-77.57717,18.11314,3489617,PPL
Mahogany Vale,village,,8,-76.6333,18.0167,3489619,PPL
Mahogany Hall,village,,8,-77.46667,18.38333,3489621,PPL
Mahoe Hill,village,,8,-76.82201,18.2213,3489624,PPL
Mahoe Garden,village,,8,-77.14486,17.74915,3489625,PPL
Maggotty,village,,8,-78.11667,18.41667,3489632,PPL
Maggotty,village,1371,8,-77.76349,18.16069,3489633,PPL
Mackfield,village,,8,-78.01027,18.32695,3489635,PPL
Macca Tree,village,,8,-77.11145,18.03855,3489637,PPL
Lyssons,village,,8,-76.38077,17.87764,3489642,PPL
Lumsdale,village,,8,-77.23079,18.37184,3489646,PPL
Ludlow,village,,8,-77.2,18.11667,3489647,PPL
Lucky Valley,village,,8,-77.18333,18.21667,3489648,PPL
Lucky Valley,village,,8,-77.21565,18.09294,3489649,PPL
Lucky Valley,village,,8,-77.56667,17.96667,3489650,PPL
Lucky Hill,village,774,8,-77.01045,18.31023,3489651,PPL
Lucea,town,6289,8,-78.17356,18.45095,3489657,PPLA
Lows Mountain,village,,8,-76.53458,17.92076,3489659,PPL
Low Leyton,village,,8,-76.6,18.21667,3489660,PPL
Low Ground Pen,village,,8,-77.18333,17.96667,3489661,PPL
Lowes Pen,village,,8,-77.36667,17.96667,3489662,PPL
Lowes Corner,village,,8,-77.23333,17.76667,3489663,PPL
Lower Warminster,village,,8,-77.63333,17.95,3489664,PPL
Lower Tooting,village,,8,-77.4,18.31667,3489665,PPL
Lower Southfield,village,,8,-77.68333,17.7,3489666,PPL
Lowe River,village,,8,-77.49635,18.23701,3489668,PPL
Lower Esher,village,,8,-76.86719,18.2851,3489669,PPL
Lovers Leap,village,,8,-77.65,17.86667,3489670,PPL
Lottery,village,,8,-77.61667,18.45,3489674,PPL
Lottery,village,,8,-77.81778,18.40957,3489675,PPL
Look Out,village,,8,-76.89392,18.39385,3489676,PPL
Lookout,village,,8,-77.63333,18.13333,3489677,PPL
Long Wood,village,,8,-77.28333,17.81667,3489678,PPL
Longville Park,village,,8,-77.14377,17.90511,3489679,PPL
Longville,village,,8,-77.21606,18.0185,3489680,PPL
Long Pond Pen,village,,8,-78.21667,18.23333,3489685,PPL
Long Pond,village,,8,-77.5416,18.42335,3489687,PPL
Long Hill,village,,8,-77.65,18.01667,3489691,PPL
Long Bay,village,,8,-76.31511,18.09732,3489693,PPL
Longacre,village,,8,-77.9,18.03333,3489700,PPL
Logwood,village,,8,-78.29436,18.35113,3489702,PPL
Logie Green,village,,8,-77.41667,18.15,3489703,PPL
Logens Pen,village,,8,-77.13333,17.93333,3489704,PPL
Logans Junction,village,,8,-77.25808,17.97064,3489705,PPL
Logan Castle,village,,8,-77.03333,18.13333,3489706,PPL
Lodge Bush,village,,8,-78.11667,18.3,3489707,PPL
Lodge,village,,8,-77.05665,18.37917,3489708,PPL
Lochaber,village,,8,-77.46667,18.01667,3489710,PPL
Lluidas Vale,village,3163,8,-77.14823,18.12587,3489714,PPL
Lloyds Pen,village,,8,-76.58217,17.87535,3489715,PPL
Lloyds,village,,8,-76.54749,17.9011,3489716,PPL
Llanrumney,village,,8,-76.89071,18.33495,3489718,PPL
Llandovery,village,,8,-77.26667,18.46667,3489719,PPL
Llandilo,village,,8,-78.14348,18.2301,3489721,PPL
Llandewey,village,,8,-76.61114,17.96228,3489723,PPL
Little River,village,,8,-77.80969,18.52138,3489731,PPL
Little Park,village,,8,-77.71591,17.90641,3489738,PPL
Little Mountain,village,,8,-77.38333,17.9,3489739,PPL
Little London,village,,8,-78.21641,18.2483,3489741,PPL
Little Ease,village,,8,-77.63333,18.46667,3489746,PPL
Little Broughton,village,,8,-78.22503,18.22682,3489748,PPL
Little Bay,village,,8,-78.26588,18.2209,3489750,PPL
Little Angels,village,,8,-76.96667,18.06667,3489754,PPL
Lititz,village,,8,-77.5743,17.94293,3489755,PPL
Litchfield,village,,8,-77.5,18.25,3489757,PPL
Lionel Town,village,5362,8,-77.24061,17.81007,3489758,PPL
Linstead,town,20660,8,-77.03171,18.13683,3489760,PPL
Lindos Gap,village,,8,-76.71375,17.99408,3489763,PPL
Lindale Pen,village,,8,-77.4,18.38333,3489764,PPL
Lincoln,village,,8,-77.55772,18.02616,3489765,PPL
Limetree Valley,village,,8,-77.21667,18.3,3489766,PPL
Lime Tree Garden,village,,8,-77.38898,18.34275,3489767,PPL
Lime Hall,village,,8,-77.20651,18.40519,3489770,PPL
Lime Hall,village,,8,-77.2,18.06667,3489771,PPL
Lima,village,,8,-77.7811,18.44093,3489775,PPL
Lilliput,village,,8,-77.63651,18.15066,3489778,PPL
Liguanea,suburb,,9,-76.76435,18.01761,3489781,PPLX
Liberty Valley,village,,8,-77.36667,18.4,3489782,PPL
Liberty Hill,village,,8,-77.23333,17.76667,3489783,PPL
Liberty Castle,village,,8,-76.9379,18.41095,3489786,PPL
Leyton Valley,village,,8,-76.61667,18.23333,3489787,PPL
Lewis Town,village,,8,-77.89619,18.05889,3489788,PPL
Lewis Store,village,,8,-76.83328,18.24711,3489789,PPL
Lewis,village,,8,-77.2455,18.43795,3489790,PPL
Lethe,village,,8,-77.96719,18.39327,3489792,PPL
Leogan,village,,8,-77.83333,18.46667,3489793,PPL
Lenox,village,,8,-77.94457,18.18295,3489794,PPL
Lennox,village,,8,-76.6,18.21667,3489795,PPL
Lennansville,village,,8,-77.11944,17.94628,3489796,PPL
Leith Hall,village,,8,-76.33735,17.8773,3489799,PPL
Leicesterfields,village,,8,-77.38333,18.13333,3489801,PPL
Leeds,village,,8,-77.68783,18.01822,3489804,PPL
Lebanon,village,,8,-76.67961,18.0538,3489806,PPL
Leamington,village,,8,-77.93809,18.21007,3489807,PPL
Lawrence Tavern,village,,8,-76.85148,18.13098,3489809,PPL
Laughlands,village,,8,-77.25631,18.45596,3489812,PPL
Langley,village,,8,-76.91658,18.32359,3489813,PPL
Lance Wood Valley,village,,8,-77.18333,17.93333,3489814,PPL
Lances Bay,village,,8,-78.21724,18.4427,3489816,PPL
Lancaster,village,,8,-77.51667,18.46667,3489818,PPL
Lancaster,village,,8,-77.63106,18.12291,3489819,PPL
Lancaster,village,,8,-77.4621,17.93652,3489820,PPL
Lambs River,village,,8,-77.91667,18.25,3489823,PPL
East Lacovia,village,,8,-77.7587,18.07578,3489828,PPL
Lacovia,village,3187,8,-77.75059,18.0721,3489829,PPL
Labyrinth,village,,8,-77.03038,18.35081,3489830,PPL
Kupuis,village,,8,-77.29733,18.11351,3489831,PPL
Konigsberg,village,,8,-76.86667,18.23333,3489832,PPL
Knutsford,village,,8,-77.36667,18.35,3489833,PPL
Knollis,village,,8,-76.99427,18.11585,3489837,PPL
Knockpatrick,village,,8,-77.50563,17.99258,3489838,PPL
Knockalva,village,,8,-77.98333,18.31667,3489839,PPL
Knights,village,,8,-77.3,17.78333,3489840,PPL
Knapdale,village,,8,-77.33333,18.4,3489841,PPL
Kitson Town,village,,8,-77.05118,18.01739,3489842,PPL
Kirkpatrick Hall,village,,8,-77.83333,18.45,3489844,PPL
Kirklands,village,,8,-76.83333,18.05,3489845,PPL
Kinloss,village,,8,-77.56667,18.4,3489846,PPL
Kingswood,village,,8,-78.13333,18.23333,3489847,PPL
Kings Valley,village,,8,-78.19163,18.33035,3489849,PPL
Kingsvale,village,,8,-78.19844,18.38376,3489850,PPL
Kingston,capital,937700,6,-76.79358,17.99702,3489854,PPLC
Kings Pen,village,,8,-77.96667,18.08333,3489855,PPL
Kilmorey,village,,8,-77.9,18.05,3489858,PPL
Kilmarnoch,village,,8,-77.92314,18.13151,3489859,PPL
Kildare,village,,8,-76.65,18.23333,3489860,PPL
Kildare,village,,8,-77.75,17.96667,3489861,PPL
Kilbies,village,,8,-77.06667,17.95,3489862,PPL
Kew Park,village,,8,-77.94168,18.29083,3489863,PPL
Kew,village,,8,-78.14854,18.43941,3489865,PPL
Kew,village,,8,-76.66667,18.16667,3489866,PPL
Keppoch,village,,8,-77.38333,18.31667,3489867,PPL
Kepham,village,,8,-78.03333,18.25,3489868,PPL
Kent Village,village,,8,-76.99265,18.08764,3489869,PPL
Kentish,village,,8,-77.16023,18.09127,3489870,PPL
Kent,village,,8,-77.73483,18.48431,3489871,PPL
Kensington,village,,8,-77.33333,18.33333,3489872,PPL
Kensington,village,,8,-76.58333,18.18333,3489873,PPL
Kensington,village,,8,-77.65,17.9,3489874,PPL
Kennedys,village,,8,-77.2,17.95,3489876,PPL
Kendal,village,,8,-77.4815,18.08721,3489881,PPL
Kencot,suburb,,9,-76.79698,17.99916,3489882,PPLX
Kempshot,village,,8,-78.12797,18.39616,3489883,PPL
Kempshot,village,,8,-77.86667,18.06667,3489884,PPL
Kemps Hill,village,,8,-77.28965,17.85892,3489885,PPL
Kellits,village,2631,8,-77.27049,18.16184,3489888,PPL
Keith,village,,8,-77.40676,18.40971,3489889,PPL
Keanwood,village,,8,-77.61667,18.2,3489890,PPL
Katram Castle,village,,8,-77.03333,18.25,3489891,PPL
Kan Pan,village,,8,-77.91667,18.26667,3489892,PPL
Junction,village,,8,-77.61164,17.90894,3489894,PPL
Jones Town,suburb,,9,-76.8,17.98333,3489901,PPLX
Jones Pen,village,,8,-78.31667,18.26667,3489903,PPL
Jones Pen,village,,8,-76.93333,17.98333,3489904,PPL
Jones Moreland,village,,8,-78.26667,18.31667,3489905,PPL
Jointwood,village,,8,-77.78655,18.21094,3489906,PPL
Johns Town,village,,8,-76.36473,17.88767,3489907,PPL
Johnston Village,village,,8,-77.25,18.4,3489908,PPL
Johnston Pen,village,,8,-77.55,18.46667,3489909,PPL
Johnson Town,village,,8,-78.16521,18.43732,3489911,PPL
Johnson Mountain,village,,8,-76.31616,17.96818,3489914,PPL
Johns Lodge,village,,8,-77.73333,17.96667,3489915,PPL
Johns Hall,village,,8,-77.85273,18.4195,3489916,PPL
Johns Hall,village,,8,-77.4,18.3,3489917,PPL
Johns Hall,village,,8,-77.37506,18.17478,3489918,PPL
Johns Hall,village,,8,-77.5833,18.1167,3489919,PPL
Johns Hall,village,,8,-76.46914,18.10239,3489920,PPL
Jew Hill,village,,8,-78.15,18.43333,3489928,PPL
Jerusalem,village,,8,-78.23333,18.31667,3489929,PPL
Jericho,village,,8,-78.12962,18.42839,3489930,PPL
Jericho,village,,8,-77.85208,18.32965,3489931,PPL
Jericho,village,,8,-77.06611,18.16019,3489932,PPL
Jeffrey Town,village,,8,-77.01667,18.28333,3489934,PPL
Java,village,,8,-77.46667,17.93333,3489935,PPL
Jane Marks,village,,8,-78.13333,18.26667,3489937,PPL
James Hill,village,,8,-77.34478,18.18422,3489938,PPL
Jacks Rock,village,,8,-76.8,18.26667,3489943,PPL
Jackson Village,village,,8,-76.96704,18.09483,3489944,PPL
Jackson Town,village,,8,-77.48741,18.41525,3489945,PPL
Jacksons Bay,village,,8,-77.23653,17.7424,3489946,PPL
Jacks Lodge,village,,8,-77.33333,18.26667,3489948,PPL
Jacks Hill,village,,8,-76.75478,18.03652,3489950,PPL
Jack River,village,,8,-76.94408,18.38087,3489954,PPL
Jack Monday,village,,8,-77.26667,17.96667,3489955,PPL
Ivy Mount,village,,8,-77.08333,18.2,3489958,PPL
Iver Cottage,village,,8,-77.7133,17.95756,3489959,PPL
Iter Boreale,village,,8,-76.74839,18.27028,3489960,PPL
Islington,village,,8,-77.13333,18.35,3489961,PPL
Islington,village,2958,8,-76.85482,18.30922,3489962,PPL
Islington,village,,8,-76.34445,18.13052,3489963,PPL
Isle,village,,8,-77.53333,17.95,3489964,PPL
Irwin,village,,8,-77.88092,18.45612,3489966,PPL
Ironshore,village,,8,-77.8637,18.51736,3489967,PPL
Irish Town,village,,8,-76.72344,18.04931,3489970,PPL
Ipswich,village,,8,-76.7,18.21667,3489973,PPL
Ipswich,village,,8,-77.80975,18.20442,3489974,PPL
Inverness,village,,8,-77.36131,18.27658,3489975,PPL
Inverness,village,,8,-77.17096,17.93577,3489976,PPL
Innswood,village,,8,-77.01987,17.98229,3489977,PPL
Industry,village,,8,-77.8,18.43333,3489984,PPL
Industry,village,,8,-77.24829,18.38413,3489985,PPL
Industry,village,,8,-76.53052,18.16948,3489986,PPL
Industry,village,,8,-77.4,18.13333,3489987,PPL
Hyde Hall,village,,8,-77.56667,18.43333,3489993,PPL
Hyde and Gibraltar,village,,8,-77.53532,18.40552,3489994,PPL
Hutchensons Turret,village,,8,-77.21667,18.26667,3489995,PPL
Hutchensons Hale,village,,8,-77.21667,18.25,3489996,PPL
Huntstown,village,,8,-76.96667,18.35,3489997,PPL
Hunts Pen,village,,8,-77.22683,17.93347,3489998,PPL
Huntley Village,village,,8,-77.36807,18.39917,3490000,PPL
Huntley,village,,8,-77.35173,18.40456,3490001,PPL
Huntley,village,,8,-77.58333,18.06667,3490002,PPL
Huntley,village,,8,-76.48333,17.93333,3490003,PPL
Hordley,village,,8,-76.26667,17.95,3490012,PPL
Hopewell Hall,village,,8,-76.33333,17.93333,3490013,PPL
Hopewell,village,,8,-78.01534,18.4538,3490014,PPL
Hopewell,village,,8,-77.4,18.45,3490015,PPL
Hopewell,village,,8,-78.13333,18.43333,3490016,PPL
Hopewell,village,,8,-77.0911,18.33147,3490017,PPL
Hopewell,village,,8,-78.3,18.25,3490018,PPL
Hopewell,village,,8,-76.72044,18.05635,3490019,PPL
Hopewell,village,,8,-77.77807,17.94945,3490020,PPL
Hopewell,village,,8,-77.43333,17.93333,3490021,PPL
Hopewell,village,,8,-77.3,17.93333,3490022,PPL
Hopeton,village,,8,-77.88333,18.38333,3490023,PPL
Hopeton,village,,8,-76.7,18.18333,3490024,PPL
Hopeton,village,,8,-77.94691,18.16784,3490025,PPL
Hopeton,village,,8,-77.66667,17.96025,3490026,PPL
Hope Pastures,suburb,,9,-76.75714,18.02379,3490028,PPLX
Hope Hall,village,,8,-78.18333,18.41667,3490029,PPL
Hopefield,village,,8,-76.56667,18.2,3490030,PPL
Hope Bay,village,1666,8,-76.56539,18.19882,3490031,PPL
Hope,village,,8,-77.45,18.05,3490034,PPL
Hope,village,,8,-77.01667,18.03333,3490035,PPL
Hope,village,,8,-76.74109,18.01865,3490036,PPL
Hope,village,,8,-77.35,18.01667,3490037,PPL
Hope,village,,8,-77.55,17.98333,3490038,PPL
Home Castle,village,,8,-77.41667,18.41667,3490043,PPL
Holyland Corner,village,,8,-77.4,18.1,3490044,PPL
Holland Park,village,,8,-76.26667,17.96667,3490047,PPL
Holland,village,,8,-77.80902,18.10387,3490049,PPL
Holland,village,,8,-76.23333,17.95,3490050,PPL
Hog Hole,village,,8,-76.98333,18.01667,3490058,PPL
Hog Hole,village,,8,-77.43333,17.95,3490059,PPL
Hodges,village,,8,-77.88333,18.05,3490062,PPL
Hinds Town,village,,8,-77.11667,18.35,3490063,PPL
Hill Top,village,,8,-77.80851,17.95852,3490064,PPL
Hillside,village,,8,-76.47861,17.96885,3490065,PPL
Hillside,village,,8,-77.21667,17.83333,3490066,PPL
Hillsborough,village,,8,-76.88426,18.08214,3490067,PPL
Highland Castle,village,,8,-76.43333,17.91667,3490072,PPL
Highgate,village,,8,-76.89348,18.27239,3490076,PPL
Highgate,village,,8,-76.9502,18.08693,3490077,PPL
Higgin Town,village,,8,-77.2064,18.38149,3490078,PPL
Hibernia,village,,8,-77.56667,18.15,3490079,PPL
Heywood Hall,village,,8,-76.87985,18.3166,3490080,PPL
Hesse Cassel,village,,8,-77.30282,18.26034,3490081,PPL
Hermitage,village,,8,-77.90075,18.27293,3490084,PPL
Hermitage,village,,8,-77.69688,17.9411,3490085,PPL
Hermitage,village,,8,-77.45345,17.92635,3490086,PPL
Helicon,village,,8,-77.40655,18.44395,3490092,PPL
Hectors River,village,,8,-76.26358,18.00424,3490094,PPL
Heavitree,village,,8,-77.57573,18.19074,3490095,PPL
Heathfield,village,,8,-77.0319,18.13341,3490096,PPL
Heathfield,village,,8,-77.28333,17.81667,3490097,PPL
Heartherfield,village,,8,-77.28,17.82,3490099,PPL
Heart Ease,village,,8,-76.58162,17.90155,3490100,PPL
Hazard,village,,8,-77.21667,17.95,3490102,PPL
Hayfield,village,,8,-76.53333,18.2,3490103,PPL
Hayfield,village,,8,-77.07647,18.18793,3490104,PPL
Hayes,village,9701,8,-77.23711,17.87569,3490106,PPL
Haughton Hall,village,,8,-78.28333,18.38333,3490110,PPL
Haughton Grove,village,,8,-77.96529,18.34556,3490111,PPL
Haughton Court,village,,8,-78.2036,18.442,3490112,PPL
Haughton,village,,8,-77.75,18.1,3490113,PPL
Hatfield,village,,8,-77.53082,18.02709,3490114,PPL
Hart Hill,village,,8,-76.68242,18.25242,3490116,PPL
Hartford,village,,8,-78.09089,18.25834,3490117,PPL
Harry Watch,village,,8,-77.56667,18.16667,3490118,PPL
Harmony Hill,village,,8,-77.16317,18.3287,3490123,PPL
Harmony Hall,village,,8,-77.51667,18.46667,3490125,PPL
Harmony Hall,village,,8,-76.88882,18.28526,3490126,PPL
Harmony Hall,village,,8,-77.26667,17.78333,3490127,PPL
Harmony Hall,village,,8,-77.21667,17.76667,3490128,PPL
Harmons,village,,8,-77.42208,17.9806,3490130,PPL
Harewood,village,,8,-76.94238,18.18454,3490131,PPL
Harewood,village,,8,-77.26667,17.95,3490132,PPL
Hard Bargain,village,,8,-77.03333,18.4,3490134,PPL
Harbour View,village,,8,-76.7171,17.95336,3490136,PPL
Harbour Head,village,,8,-76.32531,17.89665,3490138,PPL
Happy Retreat,village,,8,-77.08717,18.37839,3490140,PPL
Happy Grove,village,,8,-77.88431,18.14164,3490141,PPL
Happy Grove,village,,8,-76.86667,18.03333,3490142,PPL
Happy Grove,village,,8,-76.26767,18.00855,3490143,PPL
Hansons,village,,8,-77.5,18.18333,3490144,PPL
Hanover,village,,8,-77.55,17.96667,3490146,PPL
Hanbury,village,,8,-77.48333,18.06667,3490147,PPL
Ham Walk,village,,8,-76.95209,18.22113,3490148,PPL
Hampton Court,village,,8,-76.26421,17.91725,3490150,PPL
Hampton,village,,8,-77.3,18.46667,3490151,PPL
Hampton,village,,8,-77.86667,18.38333,3490152,PPL
Hampton,village,,8,-77.7,17.95,3490153,PPL
Hampstead,village,,8,-77.63333,18.41667,3490154,PPL
Hampstead,village,,8,-76.91691,18.31048,3490155,PPL
Hampden,village,,8,-77.74739,18.44117,3490156,PPL
Hamilton Pen,village,,8,-77.31667,17.96667,3490158,PPL
Halse Hall,village,,8,-77.23832,17.93524,3490159,PPL
Hallsfield,village,,8,-77.08333,18.36667,3490160,PPL
Halls Delight,village,,8,-76.65979,18.05089,3490161,PPL
Hall Head,village,,8,-76.46667,17.91667,3490162,PPL
Halifax,village,,8,-77.02066,18.29153,3490163,PPL
Halifax,village,,8,-77.55,18.15,3490164,PPL
Half Way Tree,town,18552,8,-76.79928,18.01248,3490165,PPLA
Halberstadt,village,,8,-76.66667,17.96667,3490171,PPL
Hagley Gap,village,,8,-76.61762,18.01718,3490172,PPL
Haddon,village,,8,-77.1,18.3,3490174,PPL
Haddington,village,,8,-78.00434,18.42124,3490175,PPL
Haddersfield,village,,8,-77.01667,18.4,3490176,PPL
Guys Hill,village,,8,-76.99179,18.24987,3490177,PPL
Gutters,village,,8,-77.61182,18.03545,3490180,PPL
Gunters Hill,village,,8,-77.33333,17.88333,3490182,PPL
Guinea Corn,village,,8,-77.37054,18.1545,3490187,PPL
Guilsbro,village,,8,-77.81492,18.42726,3490188,PPL
Guilsbro,village,,8,-77.8,18.41667,3490189,PPL
Guava Ridge,village,,8,-76.67672,18.02702,3490193,PPL
Guanaboa Vale,village,,8,-77.06895,18.0381,3490194,PPL
Grove Town,village,,8,-77.47151,17.90107,3490197,PPL
Grove Place,village,,8,-77.51667,18.11667,3490199,PPL
Grossett Village,village,,8,-76.35,17.93333,3490200,PPL
Grimett,village,,8,-77.31667,17.85,3490201,PPL
Grier Park,village,,8,-77.18333,18.28333,3490202,PPL
Grierfield,village,,8,-77.13763,18.27148,3490203,PPL
Gregory Park,village,,8,-76.88134,17.99558,3490205,PPL
Greenwood,village,,8,-76.96667,18.38333,3490206,PPL
Greenwich Town,suburb,,9,-76.81675,17.98224,3490207,PPLX
Greenwich,village,,8,-77.93351,18.29793,3490208,PPL
Greenwich,village,,8,-78.08333,18.28333,3490209,PPL
Greenwich,village,,8,-77.01982,18.11061,3490210,PPL
Greenwich,village,,8,-76.73333,18.06667,3490211,PPL
Greenwich,village,,8,-77.26667,17.8,3490212,PPL
Green Walk,village,,8,-77.1,18.33333,3490213,PPL
Greenvale,village,,8,-77.53333,18.03333,3490215,PPL
Green Vale,village,,8,-77.45,17.95,3490216,PPL
Green Rossfield Isle,village,,8,-76.55,17.96667,3490217,PPL
Green River,village,,8,-78.2536,18.35711,3490220,PPL
Green Pond,village,,8,-77.87424,18.47247,3490221,PPL
Green Pond,village,,8,-77.4341,17.97994,3490222,PPL
Green Park,village,,8,-77.69083,18.46627,3490224,PPL
Green Park,village,,8,-77.1877,18.35744,3490225,PPL
Green Park,village,,8,-77.33571,18.02812,3490226,PPL
Greenock,village,,8,-77.36667,18.2,3490227,PPL
Greenland,village,,8,-78.18367,18.41599,3490228,PPL
Green Island,village,,8,-78.2738,18.3892,3490230,PPL
Green Hills,village,,8,-76.71743,18.09898,3490232,PPL
Green Hill,village,,8,-77.34681,18.32145,3490233,PPL
Greenfield,village,,8,-77.61667,18.45,3490236,PPL
Green Castle,village,,8,-77.30936,18.42741,3490238,PPL
Green Castle,village,,8,-76.81667,18.28333,3490239,PPL
Greencastle,village,,8,-76.8,18.31,3490240,PPL
Green Castle,village,,8,-76.31667,17.91667,3490241,PPL
Great Valley,village,,8,-78.06236,18.40295,3490244,PPL
Great Valley,village,,8,-77.51667,17.88333,3490245,PPL
Great Pond,village,,8,-77.1,18.4,3490252,PPL
Grays Inn,village,,8,-76.78333,18.26667,3490263,PPL
Gravel Hill,village,,8,-77.32756,17.90559,3490264,PPL
Grasmond,village,,8,-77.66228,18.06493,3490266,PPL
Grants Pen,suburb,,9,-76.7833,18.0333,3490267,PPLX
Grantham,village,,8,-76.88963,18.25984,3490269,PPL
Grantham,village,,8,-77.3949,18.15425,3490270,PPL
Grantham,village,,8,-76.88333,18.11667,3490271,PPL
Grange Hill,village,,8,-78.18431,18.31062,3490273,PPL
Grange,village,,8,-78.23688,18.36802,3490275,PPL
Grange,village,,8,-78.07085,18.3342,3490276,PPL
Grandvale,village,,8,-77.93333,18.1,3490277,PPL
Grand Cairo,village,,8,-77.4,18.31667,3490280,PPL
Gowrie,village,,8,-77.28333,17.83333,3490283,PPL
Government Pen,village,,8,-76.93333,17.95,3490285,PPL
Goulbournes,village,,8,-77.35,17.95,3490286,PPL
Goshen Pen,village,,8,-76.91667,17.95,3490290,PPL
Goshen,village,,8,-77.02492,18.30732,3490291,PPL
Goshen,village,,8,-77.31034,18.01233,3490292,PPL
Gordon Town,village,1088,8,-76.71783,18.03578,3490293,PPL
Gordons Store,village,,8,-77.18333,17.96667,3490294,PPL
Goodwill,village,,8,-77.74967,18.4749,3490295,PPL
Goods Pen,village,,8,-76.96667,17.96667,3490296,PPL
Good Hope,village,,8,-77.67825,18.41789,3490300,PPL
Good Hope,village,,8,-78.33796,18.26492,3490301,PPL
Good Hope,village,,8,-78.03333,18.2,3490302,PPL
Good Hope,village,,8,-76.96667,18.16667,3490303,PPL
Good Hope,village,,8,-76.7,17.98333,3490304,PPL
Good Endeavour,village,,8,-77.35,18.1,3490306,PPL
Good Design,village,,8,-77.55,18.38333,3490307,PPL
Good Design,village,,8,-77.06667,18.28333,3490308,PPL
Goldsons Corner,village,,8,-78.23333,18.21667,3490309,PPL
Golden Vale,village,,8,-76.46667,18.13333,3490310,PPL
Golden Spring,village,,8,-76.80533,18.0894,3490311,PPL
Golden Grove,village,,8,-77.23333,18.38333,3490313,PPL
Golden Grove,village,,8,-78.01469,18.3557,3490314,PPL
Golden Grove,village,,8,-77.14705,18.3245,3490315,PPL
Golden Grove,village,,8,-77.18333,18.23333,3490316,PPL
Golden Grove,village,,8,-76.96353,18.23547,3490317,PPL
Golden Grove,village,3058,8,-76.27254,17.93361,3490318,PPL
Golden,village,,8,-77.19497,18.38457,3490319,PPL
Gods Well,village,,8,-77.4,17.86667,3490320,PPL
Godfreys,village,,8,-77.01667,18.23333,3490321,PPL
Goat Island,village,,8,-77.55,18.26667,3490323,PPL
Gloster,village,,8,-77.05,18.25,3490326,PPL
Gloster,village,,8,-77.38333,18.08333,3490327,PPL
Glenroy,village,,8,-77.28333,17.96667,3490328,PPL
Glen Islay,village,,8,-78.06388,18.32045,3490329,PPL
Glendevon,village,,8,-77.90199,18.48059,3490331,PPL
Glebe Farm,village,,8,-76.81667,18.03333,3490333,PPL
Glasgow,village,,8,-77.8,18.45,3490334,PPL
Glasgow,village,,8,-78.21667,18.35,3490335,PPL
Glasgow,village,,8,-76.43333,17.95,3490336,PPL
Ginger Ridge,village,,8,-77.17238,18.08003,3490340,PPL
Ginger House,village,,8,-76.42818,18.06336,3490341,PPL
Ginger Hill,village,,8,-77.85807,18.20743,3490342,PPL
Gilnock,village,,8,-77.65,18.05,3490344,PPL
Giddy Hall,village,,8,-77.88333,18.1,3490347,PPL
Gibraltar,village,,8,-77.43172,18.3419,3490348,PPL
Gibraltar,village,,8,-77.14498,18.24174,3490349,PPL
Giblatore,village,,8,-77.01983,18.08448,3490351,PPL
Georgia,village,,8,-77.53783,18.44961,3490353,PPL
Georgia,village,,8,-78.13679,18.41937,3490354,PPL
Georgia,village,,8,-76.80405,18.2415,3490355,PPL
Georges Valley,village,,8,-77.71667,18.46667,3490356,PPL
Georges Valley,village,,8,-77.62687,18.10169,3490357,PPL
Georges Plain,village,,8,-78.13818,18.2737,3490362,PPL
Geneva,village,,8,-78.18333,18.3,3490365,PPL
Geneva,village,,8,-77.73333,17.93333,3490366,PPL
Gazeland,village,,8,-77.6,17.95,3490367,PPL
Gayle,village,3305,8,-77.00971,18.32642,3490368,PPL
Garlands,village,,8,-77.82605,18.30673,3490370,PPL
Garlands,village,,8,-76.98333,18.05,3490371,PPL
Garland Grove,village,,8,-76.48333,18.1,3490372,PPL
Galway,village,,8,-77.6,18.08333,3490374,PPL
Gales Valley,village,,8,-77.75,18.41667,3490380,PPL
Fyffes Pen,village,,8,-77.8905,18.07536,3490382,PPL
Fustic Grove,village,,8,-77.93866,18.0666,3490383,PPL
Fullerswood Park,village,,8,-77.78333,17.98333,3490384,PPL
Fullerswood,village,,8,-77.80435,17.99921,3490385,PPL
Fullerfield Chapel,village,,8,-78.19984,18.28693,3490386,PPL
Fruitful Vale,village,,8,-76.54905,18.13925,3490388,PPL
